id,web_name,team,element_type,now_cost,total_points,points_per_game,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,minutes,form,selected_by_percent
146,Verbruggen,5,1,45,103,2.9,0,1,7,58,0,0,0,5,0,91,6,366,849.8,10.0,0.0,85.8,3240,3.8,2.5
147,Webster,5,2,43,39,2.8,0,1,4,11,0,0,0,1,0,0,2,167,198.4,49.7,55.0,30.2,885,3.2,0.1
148,Welbeck,5,4,55,125,4.2,10,5,7,37,0,0,0,5,0,0,21,484,550.2,331.3,676.0,155.8,2109,3.8,6.9
149,Wieffer,5,3,47,52,2.1,1,5,2,22,0,0,0,6,0,0,4,243,328.8,230.4,129.0,68.5,1003,3.0,0.1
595,Gruda,5,3,54,45,2.1,1,4,1,15,0,0,0,0,0,0,1,176,196.6,311.6,187.0,69.1,676,3.8,0.1
600,Ayari,5,3,50,74,2.2,2,1,7,28,0,0,0,4,0,0,3,358,363.2,507.5,247.0,111.7,1958,3.5,0.1
601,Moran,5,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
615,Rushworth,5,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
618,Georginio,5,3,50,95,3.4,5,6,6,29,0,0,0,2,0,0,1,288,355.4,281.8,404.0,103.0,1651,0.0,0.3
628,F.Kadıoğlu,5,2,44,19,3.2,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,385,0.0,0.1
629,O'Riley,5,3,55,50,2.4,2,3,2,20,1,0,0,1,0,0,2,209,211.4,322.5,219.0,75.3,929,3.2,0.0
663,Samuels,5,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
668,Cahill,5,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.9
681,McConville,5,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
685,Slater,5,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
714,Gómez,5,3,55,30,1.9,1,1,0,13,0,0,0,0,0,0,2,130,124.2,143.2,69.0,33.6,507,3.5,0.0
739,Hürzeler,5,5,11,119,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12.0,2.3
758,Knight,5,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
763,Cashin,5,2,45,1,0.5,0,0,0,2,0,0,0,0,0,0,0,-2,7.0,0.6,0.0,0.7,19,0.0,0.0
791,Charlie Tasker,5,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
794,Freddie Simmonds,5,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
795,Harry Howell,5,3,45,1,1.0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.9,6.0,0.9,6,0.2,0.0
150,Andrey Santos,6,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
151,Ângelo,6,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
153,B.Badiashile,6,2,42,7,1.4,0,0,0,5,0,0,0,0,0,0,0,35,66.0,12.6,0.0,7.9,332,0.0,0.1
154,Bergström,6,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
155,Bettinelli,6,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.4
157,Caicedo,6,3,49,98,2.6,1,4,12,42,0,0,0,11,0,0,4,650,627.6,568.8,95.0,129.2,3351,3.2,1.0
158,Casadei,6,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
159,Chalobah,6,2,44,93,3.7,3,1,6,25,0,0,0,3,0,0,11,379,496.4,124.2,222.0,84.6,1969,0.8,0.7
161,Chukwuemeka,6,3,47,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
162,Colwill,6,2,44,109,3.1,2,1,10,41,0,0,0,9,0,0,6,461,692.0,214.3,185.0,109.4,3150,5.8,2.4
163,Cucurella,6,2,54,133,3.7,5,2,9,38,0,0,0,8,1,0,14,533,668.6,350.6,358.0,137.9,2988,6.5,11.8
164,D.D.Fofana,6,4,54,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
165,Deivid,6,4,49,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
166,Dewsbury-Hall,6,3,55,18,1.4,0,1,0,3,0,0,0,0,0,0,1,71,57.4,47.4,21.0,12.6,257,0.2,0.1
168,Enzo,6,3,47,135,3.8,6,8,10,37,0,0,0,8,0,0,11,691,761.6,1131.6,517.0,241.3,2943,4.0,4.1
169,Gallagher,6,3,59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
170,Gilchrist,6,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
171,Gusto,6,2,49,60,1.9,0,1,4,26,0,0,0,4,0,0,2,285,336.8,394.6,147.0,87.9,1853,1.0,1.4
172,James,6,2,48,54,2.8,1,2,3,14,0,0,0,1,0,0,5,223,207.6,202.1,56.0,46.7,1057,4.5,1.1
173,Kellyman,6,3,43,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
174,Lavia,6,3,45,26,1.6,0,1,3,11,0,0,0,4,0,0,0,125,113.2,121.7,7.0,24.4,792,1.8,0.4
175,Lukaku,6,4,63,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
176,M.Sarr,6,2,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
177,Madueke,6,3,60,120,3.8,7,5,6,28,0,0,0,3,0,0,12,425,479.2,475.1,998.0,195.3,2028,2.2,3.2
178,Marc Guiu,6,4,47,3,1.0,0,0,0,2,0,0,0,0,0,0,0,11,4.4,11.8,6.0,2.2,71,0.0,0.5
179,Mudryk,6,3,61,7,1.0,0,0,0,2,0,0,0,0,0,0,0,26,23.2,31.5,31.0,8.5,145,0.0,0.2
180,N.Jackson,6,4,77,121,4.0,10,6,11,24,0,0,0,7,1,0,17,417,546.4,368.3,976.0,187.4,2220,0.0,6.2
181,Nkunku,6,3,57,60,2.2,3,2,2,16,0,0,0,2,0,0,5,190,230.2,204.9,339.0,77.1,904,0.0,2.0
182,Palmer,6,3,105,214,5.8,15,10,10,41,0,0,1,7,0,0,35,952,1068.2,1259.2,1052.0,338.0,3193,4.2,34.3
183,Petrović,6,1,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
184,Renato Veiga,6,3,44,7,1.0,0,0,1,2,0,0,0,2,0,0,0,22,30.4,9.2,19.0,5.9,176,0.0,0.1
185,Sánchez,6,1,45,126,3.9,0,0,10,34,0,1,0,5,0,95,11,470,755.6,20.0,0.0,77.5,2880,4.0,6.2
187,Tosin,6,2,42,71,3.2,1,1,7,14,0,0,0,4,0,0,7,305,352.2,48.2,92.0,49.6,1403,3.5,0.3
189,W.Fofana,6,2,43,26,1.9,0,0,2,13,0,0,0,7,0,0,2,162,200.2,85.0,33.0,31.9,1172,0.0,0.2
386,Sancho,6,3,62,86,2.8,3,5,7,24,0,0,0,2,0,0,3,367,340.0,523.2,414.0,127.5,1754,1.0,0.9
560,Neto,6,3,61,104,3.0,4,6,8,25,0,0,0,8,0,0,9,434,492.0,762.7,545.0,180.0,2262,4.0,1.4
575,Wiley,6,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
581,Jørgensen,6,1,42,18,3.0,0,0,1,9,0,0,0,0,0,20,0,59,157.6,0.0,0.0,15.9,540,0.0,0.4
621,João Félix,6,3,59,24,2.0,1,2,1,4,0,0,0,2,0,0,0,90,88.0,95.4,141.0,32.3,362,0.0,0.4
695,Rak-Sakyi,6,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
696,George,6,3,45,17,2.1,1,1,1,0,0,0,0,1,0,0,0,55,67.4,72.7,32.0,17.1,177,0.8,0.0
697,Acheampong,6,2,40,4,1.0,0,0,0,3,0,0,0,1,0,0,0,8,13.6,2.5,13.0,2.9,168,0.0,0.1
740,Maresca,6,5,15,94,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6.8,1.7
771,Amougou,6,3,45,1,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.9,0.0,0.2,7,0.0,0.0
774,Anselmino,6,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
781,Mheuka,6,4,45,1,1.0,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.0,17.0,2.0,1,0.0,0.0
782,Samuels-Smith,6,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
787,Genesis Antwi,6,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
11,Nketiah,7,4,59,53,1.8,3,2,2,17,0,0,0,4,1,0,4,186,192.2,163.7,475.0,82.5,1018,3.8,0.7
160,Chilwell,7,2,46,13,1.6,1,0,0,4,0,0,0,1,0,0,0,54,99.6,69.2,37.0,20.7,254,2.0,0.5
190,Ahamada,7,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
193,C.Doucouré,7,3,48,19,1.5,0,1,1,6,0,0,0,1,0,0,0,71,58.6,25.7,23.0,10.8,443,0.0,0.0
194,C.Richards,7,2,44,68,2.8,1,1,7,31,0,0,0,2,1,0,2,249,470.8,45.0,181.0,69.6,1921,2.8,0.2
195,Chadi Riad,7,2,43,1,1.0,0,0,0,2,0,0,0,0,0,0,0,3,18.2,1.3,0.0,2.0,90,0.0,0.0
196,Clyne,7,2,43,18,1.4,0,0,1,11,0,0,0,1,0,0,0,48,66.6,51.8,8.0,12.4,477,0.0,0.1
197,Ebiowei,7,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
199,Eze,7,3,70,148,4.4,8,8,10,34,0,0,1,1,0,0,15,605,685.0,849.2,691.0,222.4,2588,8.8,14.6
200,Guéhi,7,2,47,116,3.4,3,2,11,42,3,0,0,7,1,0,11,492,827.0,237.6,247.0,131.0,3059,2.2,5.7
201,Henderson,7,1,46,135,3.6,0,0,11,51,0,1,0,3,0,104,8,466,853.6,30.0,4.0,88.6,3420,3.0,11.7
202,Holding,7,2,42,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
203,Hughes,7,3,49,67,2.0,0,4,10,31,0,0,0,11,0,0,3,278,335.2,462.6,90.0,87.5,2100,2.0,0.0
205,Kamada,7,3,51,45,1.3,0,0,3,27,0,0,0,4,1,0,0,246,219.2,314.1,145.0,68.2,1545,1.2,0.1
206,Lerma,7,3,48,58,1.8,0,1,6,36,0,0,0,9,0,0,2,326,401.4,190.2,197.0,78.7,2270,1.8,0.1
207,Mateta,7,4,75,150,4.1,14,2,9,37,0,0,0,2,0,0,27,576,671.6,405.4,800.0,187.3,2642,1.5,8.3
208,M.França,7,3,44,9,2.2,1,0,0,0,0,0,0,0,0,0,0,34,48.4,1.2,66.0,11.5,52,0.5,0.2
209,Matthews,7,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.4
210,Mitchell,7,2,48,123,3.3,0,6,12,46,0,0,0,2,0,0,4,455,630.8,559.1,170.0,136.2,3090,4.0,2.1
211,Muñoz,7,2,52,142,3.8,4,6,11,46,0,0,0,10,0,0,9,480,816.6,634.2,524.0,197.6,3229,3.8,19.3
212,Ozoh,7,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
213,Rak-Sakyi,7,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
214,Schlupp,7,3,46,12,1.0,0,0,0,3,0,0,0,0,0,0,0,43,22.8,42.9,46.0,11.0,95,0.0,0.0
215,Ward,7,2,43,1,0.5,0,0,0,2,0,0,0,1,0,0,0,-3,5.8,10.3,0.0,1.6,71,0.0,0.1
216,Wharton,7,3,47,42,2.1,0,2,4,21,0,0,0,2,0,0,0,244,261.2,381.4,69.0,71.2,1314,0.8,0.1
445,Turner,7,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,7.2
585,I.Sarr,7,3,55,149,3.9,8,7,10,39,0,0,0,4,0,0,14,542,675.0,618.0,866.0,215.9,2708,5.5,5.3
644,Umeh-Chibueze,7,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
645,Devenny,7,3,45,34,1.5,1,1,0,8,0,0,0,1,0,0,1,129,138.8,101.8,90.0,33.2,494,1.5,0.1
646,Agbinone,7,3,45,2,1.0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,10.6,1.0,1.5,4,0.0,0.0
647,Rodney,7,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
650,Lacroix,7,2,45,114,3.3,1,2,11,45,0,0,0,5,0,0,9,463,723.8,113.7,277.0,111.4,3116,2.8,0.9
666,Kporha,7,2,40,2,1.0,0,0,0,1,0,0,0,0,0,0,0,1,8.0,4.6,0.0,1.3,11,0.0,0.0
676,Marsh,7,4,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
730,Esse,7,3,47,22,3.1,1,2,0,3,0,0,0,0,0,0,3,72,74.8,38.4,51.0,16.4,138,2.8,0.1
741,Glasner,7,5,8,128,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9.5,1.9
156,Broja,8,4,53,12,1.2,0,0,2,2,0,0,0,1,0,0,0,23,20.2,53.8,43.0,10.9,327,0.0,0.1
217,A.Doucoure,8,3,51,94,2.8,3,2,11,33,0,0,0,3,1,0,5,333,352.6,379.4,348.0,107.6,2563,2.2,0.5
218,Beto,8,4,48,87,2.9,8,0,4,24,0,0,0,2,0,0,11,295,373.2,163.9,666.0,119.5,1521,4.5,3.9
219,Branthwaite,8,2,49,88,2.9,0,1,9,28,0,0,0,4,0,0,3,420,624.6,57.7,130.0,81.3,2509,2.2,1.9
220,Calvert-Lewin,8,4,54,63,2.4,3,2,8,18,0,0,0,2,0,0,3,157,200.2,126.1,573.0,89.2,1602,1.0,1.0
221,Coleman,8,2,43,5,1.0,0,0,0,4,0,0,0,1,0,0,0,17,42.4,3.8,23.0,7.1,214,0.5,0.0
222,Gana,8,3,48,89,2.4,0,3,12,39,0,0,0,9,0,0,5,505,522.0,327.2,117.0,96.6,3063,2.2,0.2
223,Garner,8,3,49,42,2.0,0,1,5,19,0,0,0,5,0,0,0,244,264.8,248.2,93.0,60.4,1590,2.0,0.0
224,Harrison,8,3,52,81,2.4,1,3,7,27,0,0,0,0,0,0,4,291,277.0,527.7,288.0,108.6,2068,1.8,0.2
225,Holgate,8,2,40,1,1.0,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,5,0.0,0.1
226,Iroegbunam,8,3,43,22,1.2,0,1,0,16,0,0,0,4,0,0,0,82,122.2,40.9,32.0,19.6,562,0.5,0.6
227,J.Virginia,8,1,38,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0
228,Keane,8,2,38,48,3.4,3,0,3,20,0,0,0,5,0,0,4,139,306.6,23.2,123.0,45.4,1046,4.0,4.3
229,Maupay,8,4,49,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
230,McNeil,8,3,51,93,4.4,4,8,5,24,0,0,0,1,0,0,9,401,392.0,631.8,207.0,123.3,1366,5.2,1.4
231,Mykolenko,8,2,44,121,3.5,1,3,11,39,0,0,0,4,0,0,9,467,621.4,428.5,100.0,115.2,3082,6.2,6.7
232,Ndiaye,8,4,52,114,3.5,9,0,15,24,0,0,0,3,0,0,21,552,598.0,326.4,493.0,142.0,2426,4.5,1.1
234,Patterson,8,2,44,14,1.4,0,1,0,6,0,0,0,1,0,0,0,47,71.6,70.3,12.0,15.5,342,0.8,0.0
235,Pickford,8,1,52,158,4.2,0,1,12,44,0,2,0,7,0,122,15,593,1052.0,20.3,0.0,107.0,3420,5.5,15.9
236,Tarkowski,8,2,47,105,3.2,1,1,10,38,0,0,0,6,0,0,8,468,859.0,188.8,217.0,126.9,2922,0.0,1.6
237,Y. Chermiti,8,4,49,3,0.8,0,0,0,0,0,0,0,1,0,0,0,9,2.4,0.6,27.0,3.0,42,0.2,0.0
238,Young,8,2,42,98,3.1,1,4,9,23,0,0,0,7,1,0,9,354,431.2,388.2,46.0,86.8,1864,3.8,1.4
450,Alcaraz,8,3,47,44,2.8,2,3,1,9,0,0,0,4,0,0,5,191,219.4,205.7,227.0,65.4,766,5.0,0.1
577,Lindstrøm,8,3,50,44,1.8,0,1,6,14,0,0,0,2,0,0,0,167,214.2,309.6,237.0,76.0,1229,0.0,0.1
582,O'Brien,8,2,45,65,3.2,2,0,5,17,0,0,0,5,0,0,5,233,341.4,108.9,109.0,56.0,1568,3.2,0.9
603,Armstrong,8,3,44,2,0.7,0,0,0,1,0,0,0,1,0,0,0,1,1.8,10.9,9.0,2.2,47,0.0,0.1
614,Metcalfe,8,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
624,Begovic,8,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
627,Dixon,8,2,39,0,0.0,0,0,0,4,0,0,0,0,0,0,0,0,15.4,0.3,0.0,1.6,90,0.0,0.1
651,Mangala,8,3,50,39,2.1,1,0,5,10,0,0,0,2,0,0,0,175,172.8,133.5,106.0,41.4,1257,0.0,0.0
678,Bates,8,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
724,Sherif,8,4,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
742,Moyes,8,5,5,137,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10.8,5.3
773,Heath,8,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
775,Coby Ebere,8,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
803,Welch,8,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
10,Nelson,9,3,50,27,2.2,1,1,1,9,0,0,0,1,0,0,2,143,131.6,223.9,195.0,55.1,483,0.0,0.0
19,Smith Rowe,9,3,50,114,3.4,6,3,7,28,0,0,0,3,0,0,15,449,433.8,422.3,386.0,124.4,2036,2.0,7.3
191,Andersen,9,2,42,51,1.7,0,0,4,47,1,0,0,7,1,0,3,306,687.6,99.0,162.0,95.0,2673,1.0,3.4
239,Adama,9,3,45,95,2.6,2,8,3,28,0,0,0,3,0,0,8,384,385.4,632.1,426.0,144.6,1756,3.0,1.4
240,Andreas,9,3,49,81,2.5,2,6,5,32,0,0,1,8,0,0,2,355,326.6,868.3,300.0,149.0,2004,1.0,0.8
241,Bassey,9,2,45,75,2.1,1,0,5,47,0,0,0,7,0,0,0,390,587.2,96.7,157.0,84.1,3074,0.8,0.6
242,Benda,9,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.3
243,Cairney,9,3,48,33,1.3,2,0,1,12,0,0,0,3,1,0,0,192,163.8,213.8,94.0,47.2,610,2.2,0.0
244,Castagne,9,2,42,46,1.9,0,1,3,28,0,0,0,1,0,0,0,205,360.4,163.6,123.0,64.9,1642,0.2,0.8
245,Diop,9,2,43,31,1.5,0,0,1,19,1,0,0,2,0,0,0,146,257.6,44.7,83.0,38.3,1334,0.0,0.2
246,Harris,9,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
247,Iwobi,9,3,54,156,4.1,9,6,6,45,0,0,0,1,0,0,16,704,806.8,922.4,699.0,243.0,2981,1.8,4.9
248,Leno,9,1,50,115,3.0,0,2,5,54,0,1,0,5,0,110,5,475,967.0,20.0,0.0,98.6,3420,3.0,2.9
249,Lukić,9,3,48,56,1.9,0,2,4,37,0,0,0,12,0,0,1,354,335.6,455.1,119.0,91.0,2348,1.5,0.0
250,Mbabu,9,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
251,Muniz,9,4,55,86,2.8,8,1,2,17,0,0,0,1,0,0,14,349,352.4,95.3,508.0,95.4,943,0.0,1.4
252,Raúl,9,4,53,147,3.9,12,3,7,37,0,0,0,4,0,0,26,539,612.8,372.2,1018.0,199.7,2486,5.5,5.0
253,Ream,9,2,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
254,Reed,9,3,47,10,0.8,0,0,0,3,0,0,0,2,0,0,0,36,18.6,20.6,33.0,7.1,100,0.2,0.0
255,Robinson,9,2,47,106,2.9,0,10,5,49,0,0,0,8,0,0,8,507,922.2,723.4,206.0,185.5,3166,1.0,15.2
256,Stansfield,9,4,50,1,1.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,0.0,0.0
257,Tete,9,2,44,49,2.2,0,2,3,26,0,0,0,5,0,0,0,207,381.2,192.2,158.0,73.1,1773,0.8,0.2
258,Vinicius,9,4,50,3,1.0,0,0,0,1,0,0,0,0,0,0,0,14,4.0,0.0,19.0,2.3,13,0.0,0.3
259,Wilson,9,3,52,78,3.1,6,2,2,21,0,0,0,2,0,0,6,329,334.6,310.2,440.0,107.8,1148,3.0,0.2
579,Sessegnon,9,2,42,57,3.6,4,2,1,10,0,0,0,1,0,0,5,137,284.0,158.8,227.0,67.1,574,0.8,2.6
586,J.Cuenca,9,2,44,9,1.1,0,0,0,8,0,0,0,0,0,0,0,38,81.2,2.3,4.0,8.6,349,0.5,0.0
604,King,9,3,44,10,1.2,0,0,1,0,0,0,0,0,0,0,0,30,26.2,45.7,38.0,11.2,126,0.8,0.1
605,Godo,9,3,44,2,1.0,0,0,0,0,0,0,0,0,0,0,0,4,3.4,12.0,14.0,3.0,21,0.2,0.0
622,Berge,9,3,50,53,1.7,0,0,4,35,0,0,0,6,0,0,2,334,314.4,285.7,51.0,65.1,2221,1.0,0.0
690,Amissah,9,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
753,Silva,9,5,11,94,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2.5,0.3
772,Willian,9,3,50,13,1.3,0,0,1,3,0,0,0,0,0,0,0,54,36.2,133.3,25.0,19.5,251,0.5,0.0
121,Enciso,10,3,54,59,2.4,2,3,2,22,0,0,0,3,0,0,5,224,250.8,268.9,362.0,87.7,1155,3.2,0.2
260,Al-Hamadi,10,4,47,8,0.7,0,0,0,5,0,0,0,3,0,0,0,15,5.6,25.7,32.0,6.0,125,0.0,0.2
261,Baggott,10,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
262,Broadhead,10,3,49,37,2.1,2,0,2,12,0,0,0,1,0,0,1,137,148.2,111.0,155.0,41.4,690,2.2,0.0
263,Burgess,10,2,38,26,1.4,0,2,0,37,0,0,0,0,0,0,0,122,422.0,87.2,103.0,61.4,1540,1.5,1.8
264,Burns,10,3,47,30,1.7,0,1,1,23,0,0,0,1,0,0,0,144,111.6,148.5,66.0,31.8,922,0.0,0.0
265,Chaplin,10,3,51,41,1.9,1,2,1,19,0,0,0,2,0,0,0,139,106.6,152.1,108.0,36.1,845,1.2,0.1
266,H.Clarke,10,2,40,1,0.1,0,0,0,10,1,0,0,1,1,0,0,-5,48.2,24.4,35.0,10.5,377,0.0,0.0
267,Davis,10,2,42,52,1.6,1,2,2,71,0,0,0,5,1,0,5,174,486.8,865.4,145.0,149.6,2742,0.5,0.9
268,Delap,10,4,56,132,3.6,12,2,3,58,0,0,0,12,0,0,22,472,513.0,290.5,783.0,157.5,2587,1.0,3.3
269,Edmundson,10,2,40,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1,0.0,0.1
270,Greaves,10,2,38,37,1.5,1,0,2,53,0,0,0,5,0,0,0,171,592.8,77.2,157.0,82.7,2205,1.2,2.3
271,Harness,10,3,49,2,1.0,0,0,0,2,0,0,0,0,0,0,0,4,9.4,1.9,6.0,1.7,43,0.0,0.0
272,Hirst,10,4,54,46,1.8,3,1,0,16,0,0,0,3,0,0,3,157,146.4,64.5,207.0,41.2,645,2.2,0.1
273,Humphreys,10,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
274,Hutchinson,10,3,52,88,2.8,3,3,3,61,0,0,0,5,0,0,6,352,383.2,487.5,443.0,131.5,2585,2.8,0.3
275,Johnson,10,2,38,30,1.3,1,2,0,39,0,0,0,3,1,0,2,23,276.6,177.2,92.0,54.6,1346,0.2,1.9
276,Ladapo,10,4,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.4
277,Luongo,10,3,43,13,1.2,0,0,0,6,0,0,0,0,0,0,0,47,34.4,6.6,4.0,4.6,195,0.5,0.2
278,Morsy,10,3,48,67,2.0,1,1,2,67,1,0,0,10,0,0,5,421,417.0,374.0,47.0,83.7,2749,1.8,0.1
279,Ndaba,10,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
280,Slicker,10,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.6
281,Taylor,10,3,48,38,1.2,1,0,0,21,0,0,0,4,0,0,1,144,142.0,100.5,84.0,32.4,837,1.2,0.0
